WEIGHT,0.39
STEPS,12
Calibrate using 500 mb pressure steps
CYCLES,1
,
cycle,dir,step,pressure,d1,d2,d3,d4,d5,t0,t1,t2,t3,t4,t5
0,0,0,0,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2,1000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,1500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,4,2000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,5,2500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,6,3000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,3500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,8,4000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,9,4500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,10,5000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,11,5500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,12,6000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,6000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,5000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3,4500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,4,4000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,5,3500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,6,3000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,7,2500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,8,2000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,9,1500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,10,1000,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,11,500,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,12,0,14,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0

Raw Data
Pressure,Time,Distance,Pressure delta
raw values
label,time,d0,d1,d2,d3,d4,d5,p0,p1,p2,p3,p4,p5,pd0,pd1,pd2,pd3,pd4,pd5,roll,pitch,yaw
calibrate pressure,22004757,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22004777,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22004787,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22004797,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004807,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004817,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004827,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004827,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004847,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004857,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004857,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004877,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004877,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22004897,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004907,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004917,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004927,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004927,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004947,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,0.0
calibrate pressure,22004957,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22004957,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22004977,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22004987,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22004997,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005007,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005017,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005027,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005037,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005047,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005057,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005067,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005077,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005087,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005097,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005107,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005117,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005127,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005137,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005147,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005157,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005167,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005177,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005187,14,10,0,0,0,0,6000,6000,6000,6000,6000,6000,-6000,-6000,-6000,-6000,-6000,-6000,0.0,0.0,-0.0
calibrate pressure,22005197,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005207,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005217,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005227,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005237,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005247,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005257,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005267,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005277,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005287,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005297,14,10,0,0,0,0,5500,5500,5500,5500,5500,5500,-5500,-5500,-5500,-5500,-5500,-5500,0.0,0.0,-0.0
calibrate pressure,22005307,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005317,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005327,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005337,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005347,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005357,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005367,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005377,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005377,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,-0.0
calibrate pressure,22005397,14,10,0,0,0,0,5000,5000,5000,5000,5000,5000,-5000,-5000,-5000,-5000,-5000,-5000,0.0,0.0,0.0
calibrate pressure,22005407,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005417,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005427,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005437,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005447,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005457,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005467,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005477,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005487,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005497,14,10,0,0,0,0,4500,4500,4500,4500,4500,4500,-4500,-4500,-4500,-4500,-4500,-4500,0.0,0.0,0.0
calibrate pressure,22005507,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005517,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005517,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005537,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005547,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005557,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005567,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005577,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005577,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,0.0
calibrate pressure,22005597,14,10,0,0,0,0,4000,4000,4000,4000,4000,4000,-4000,-4000,-4000,-4000,-4000,-4000,0.0,0.0,-0.0
calibrate pressure,22005607,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,-0.0
calibrate pressure,22005617,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,-0.0
calibrate pressure,22005627,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,-0.0
calibrate pressure,22005637,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005647,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005657,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005667,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005677,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005687,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005697,14,10,0,0,0,0,3500,3500,3500,3500,3500,3500,-3500,-3500,-3500,-3500,-3500,-3500,0.0,0.0,0.0
calibrate pressure,22005707,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005717,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005727,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005737,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005747,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005757,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005767,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005777,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005787,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005797,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005807,14,10,0,0,0,0,3000,3000,3000,3000,3000,3000,-3000,-3000,-3000,-3000,-3000,-3000,0.0,0.0,0.0
calibrate pressure,22005817,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,0.0
calibrate pressure,22005827,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,0.0
calibrate pressure,22005837,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005847,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005857,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005867,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005877,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005887,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005897,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005907,14,10,0,0,0,0,2500,2500,2500,2500,2500,2500,-2500,-2500,-2500,-2500,-2500,-2500,0.0,0.0,-0.0
calibrate pressure,22005907,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,-0.0
calibrate pressure,22005927,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,-0.0
calibrate pressure,22005927,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,-0.0
calibrate pressure,22005937,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,-0.0
calibrate pressure,22005957,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22005957,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22005977,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22005987,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22005997,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22006007,14,10,0,0,0,0,2000,2000,2000,2000,2000,2000,-2000,-2000,-2000,-2000,-2000,-2000,0.0,0.0,0.0
calibrate pressure,22006017,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006027,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006037,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006047,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006057,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006067,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006077,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006087,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006097,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006107,14,10,0,0,0,0,1500,1500,1500,1500,1500,1500,-1500,-1500,-1500,-1500,-1500,-1500,0.0,0.0,0.0
calibrate pressure,22006117,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006127,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006137,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006147,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006157,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006167,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006177,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006187,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006197,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006207,14,10,0,0,0,0,1000,1000,1000,1000,1000,1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0
calibrate pressure,22006217,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006227,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006237,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006247,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006257,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006267,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006277,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006287,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006297,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006307,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006317,14,10,0,0,0,0,500,500,500,500,500,500,-500,-500,-500,-500,-500,-500,0.0,0.0,0.0
calibrate pressure,22006337,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
calibrate pressure,22006337,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
calibrate pressure,22006347,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
calibrate pressure,22006357,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
calibrate pressure,22006377,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
calibrate pressure,22006387,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
calibrate pressure,22006397,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
calibrate pressure,22006407,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.0
