# elapsed, speed,x,y,z,roll,pitch,yaw,heading,new yaw, gForceX,gForceY,gForceZ,quatX,quatY,quatZ,quatW
8.019,2.920,-0.059,-0.200,-0.500,-0.000,0.008,0.008,-1.657,-0.041,0.998,-0.003,-0.005,0.737,0.005,0.676
8.085,2.928,-0.059,-0.202,-0.500,-0.000,0.009,0.010,-1.647,-0.042,0.998,-0.003,-0.005,0.733,0.005,0.680
8.151,2.936,-0.059,-0.204,-0.500,-0.000,0.009,0.010,-1.638,-0.043,0.998,-0.003,-0.005,0.730,0.005,0.683
8.208,2.943,-0.061,-0.206,-0.501,-0.000,0.009,0.008,-1.629,-0.044,0.998,-0.004,-0.005,0.727,0.005,0.686
8.274,2.952,-0.061,-0.207,-0.501,-0.000,0.009,0.010,-1.619,-0.044,0.998,-0.004,-0.005,0.724,0.005,0.690
8.329,2.959,-0.062,-0.209,-0.501,-0.000,0.009,0.009,-1.611,-0.045,0.998,-0.004,-0.005,0.721,0.006,0.693
8.396,2.968,-0.055,-0.211,-0.501,-0.000,0.010,0.010,-1.600,-0.046,0.998,-0.003,-0.006,0.717,0.006,0.697
8.461,2.978,-0.065,-0.213,-0.501,-0.000,0.010,0.011,-1.590,-0.047,0.998,-0.004,-0.006,0.714,0.006,0.700
8.529,2.987,-0.060,-0.215,-0.501,-0.000,0.010,0.011,-1.579,-0.048,0.998,-0.004,-0.006,0.710,0.006,0.704
8.583,2.995,-0.062,-0.217,-0.501,-0.000,0.010,0.009,-1.570,-0.049,0.998,-0.004,-0.006,0.707,0.006,0.707
8.651,3.005,-0.065,-0.218,-0.502,-0.000,0.011,0.011,-1.559,-0.049,0.998,-0.004,-0.006,0.703,0.006,0.711
8.704,3.014,-0.065,-0.221,-0.502,-0.000,0.011,0.009,-1.550,-0.051,0.998,-0.004,-0.007,0.700,0.006,0.714
8.772,3.025,-0.065,-0.223,-0.502,-0.000,0.011,0.011,-1.538,-0.051,0.998,-0.004,-0.007,0.696,0.006,0.718
8.838,3.035,-0.066,-0.225,-0.502,-0.000,0.011,0.012,-1.526,-0.052,0.998,-0.004,-0.007,0.691,0.006,0.722
