0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
60,64,66,66,64,60,-60,-64,-66,-66,-64,-60
60,64,66,66,64,60,-60,-64,-66,-66,-64,-60
60,64,66,66,64,60,-60,-64,-66,-66,-64,-60
60,64,66,66,64,60,-60,-64,-66,-66,-64,-60
62,64,66,66,64,60,-62,-64,-66,-66,-64,-60
62,64,66,66,64,60,-62,-64,-66,-66,-64,-60
62,64,66,66,64,62,-62,-64,-66,-66,-64,-62
62,64,66,66,64,62,-62,-64,-66,-66,-64,-62
62,64,64,66,64,62,-62,-64,-64,-66,-64,-62
62,64,64,64,64,62,-62,-64,-64,-64,-64,-62
62,64,64,64,64,62,-62,-64,-64,-64,-64,-62
62,64,64,64,64,62,-62,-64,-64,-64,-64,-62
64,64,64,64,64,62,-64,-64,-64,-64,-64,-62
64,64,64,64,64,64,-64,-64,-64,-64,-64,-64
64,64,64,64,64,64,-64,-64,-64,-64,-64,-64
64,64,64,64,64,64,-64,-64,-64,-64,-64,-64
64,64,64,64,64,64,-64,-64,-64,-64,-64,-64
64,64,64,64,64,64,-64,-64,-64,-64,-64,-64
64,64,64,64,62,64,-64,-64,-64,-64,-62,-64
64,64,64,64,62,64,-64,-64,-64,-64,-62,-64
64,62,62,62,62,64,-64,-62,-62,-62,-62,-64
64,62,64,62,62,64,-64,-62,-64,-62,-62,-64
64,62,64,62,62,64,-64,-62,-64,-62,-62,-64
64,62,62,62,62,64,-64,-62,-62,-62,-62,-64
64,62,62,62,62,64,-64,-62,-62,-62,-62,-64
64,62,62,62,62,64,-64,-62,-62,-62,-62,-64
64,62,64,64,62,64,-64,-62,-64,-64,-62,-64
64,62,64,62,64,64,-64,-62,-64,-62,-64,-64
64,62,64,62,64,66,-64,-62,-64,-62,-64,-66
64,62,64,62,64,64,-64,-62,-64,-62,-64,-64
64,62,64,62,64,66,-64,-62,-64,-62,-64,-66
62,62,64,62,64,66,-62,-62,-64,-62,-64,-66
62,64,64,62,64,64,-62,-64,-64,-62,-64,-64
62,64,64,64,64,66,-62,-64,-64,-64,-64,-66
62,64,62,62,64,64,-62,-64,-62,-62,-64,-64
62,64,62,64,64,64,-62,-64,-62,-64,-64,-64
62,64,62,64,64,64,-62,-64,-62,-64,-64,-64
62,64,62,64,64,64,-62,-64,-62,-64,-64,-64
62,64,62,64,64,64,-62,-64,-62,-64,-64,-64
62,64,64,64,64,64,-62,-64,-64,-64,-64,-64
60,66,62,64,64,64,-60,-66,-62,-64,-64,-64
